GROUP,TIME,COMPONENT,%WGT,%VOL,%MOL,AREA,DEN,RRF,BPC,BPF,sample_id
OLEFINS,15.107,4-methylpentene-1,0.01,0.011,0.011,426.0,0.667,0.98,53.86,128.948,42913
OLEFINS,15.823,4-methyl-c-pentene-2,0.013,0.014,0.014,534.0,0.674,0.98,56.38,133.484,42913
OLEFINS,15.952,4-methyl-t-pentene-2,0.007,0.008,0.008,296.0,0.674,0.98,58.6,137.48,42913
OLEFINS,16.16,"1,5-hexadiene",0.017,0.018,0.019,696.0,0.692,0.98,59.45,139.01,42913
OLEFINS,17.223,2-methylpentene-1,0.011,0.012,0.013,479.0,0.685,0.98,62.1,143.78,42913
OLEFINS,17.285,hexene-1,3.336,3.648,3.705,139969.0,0.678,0.98,63.47,146.246,42913
OLEFINS,18.202,t-hexene-3,0.018,0.019,0.02,749.0,0.682,0.98,67.08,152.744,42913
OLEFINS,18.252,c-hexene-3,0.007,0.008,0.008,294.0,0.685,0.98,66.44,151.592,42913
OLEFINS,18.37,t-hexene-2,0.038,0.041,0.042,1598.0,0.683,0.98,67.88,154.184,42913
OLEFINS,18.528,2-methylpentene-2,0.048,0.051,0.053,2007.0,0.691,0.98,67.3,153.14,42913
OLEFINS,18.712,4-methylcyclopentene,0.027,0.026,0.03,1114.0,0.762,0.98,64.9,148.82,42913
OLEFINS,18.79,3-methylcyclopentene,0.005,0.005,0.005,195.0,0.762,0.98,65.0,149.0,42913
OLEFINS,18.997,c-hexene-2,0.02,0.021,0.022,823.0,0.692,0.98,68.88,155.984,42913
OLEFINS,19.435,3-methyl-t-pentene-2,0.036,0.038,0.04,1522.0,0.702,0.98,70.43,158.774,42913
OLEFINS,21.428,"2,4-dimethylpentene-1",0.001,0.001,0.001,58.0,0.699,0.98,81.6,178.88,42913
OLEFINS,21.597,1-methylcyclopentene,0.031,0.029,0.035,1323.0,0.78,0.957,75.48,167.864,42913
OLEFINS,22.187,5-methylhexene-1,0.004,0.004,0.004,177.0,0.697,0.98,85.31,185.558,42913
OLEFINS,22.67,2-ethyl-3-methylbutene-1,0.005,0.005,0.004,191.0,0.714,0.98,86.36,187.448,42913
OLEFINS,22.92,diolefin (hexadiene),0.003,0.003,0.002,108.0,0.694,0.98,70.0,158.0,42913
OLEFINS,23.14,4-methylhexene-1,0.008,0.009,0.008,341.0,0.703,0.98,86.73,188.114,42913
OLEFINS,24.408,"3,4-dimethyl-c-pentene-2",0.002,0.002,0.002,100.0,0.718,0.98,89.25,192.65,42913
OLEFINS,25.433,heptene-1,0.005,0.006,0.005,225.0,0.697,0.98,93.64,200.552,42913
OLEFINS,26.0,"1,5-heptadiene",0.005,0.005,0.005,203.0,0.75,0.98,96.17,205.106,42913
OLEFINS,26.388,t-heptene-3,0.018,0.019,0.017,747.0,0.703,0.98,95.67,204.206,42913
OLEFINS,26.765,c-heptene-3,0.01,0.011,0.01,425.0,0.703,0.98,95.75,204.35,42913
OLEFINS,26.813,2-methyl-2-hexene,0.012,0.013,0.012,518.0,0.713,0.98,95.41,203.738,42913
OLEFINS,26.932,3-methyl-c-hexene-2,0.009,0.01,0.009,387.0,0.713,0.98,95.41,203.738,42913
OLEFINS,27.118,3-methyl-t-hexene-3,0.007,0.007,0.006,274.0,0.694,0.98,93.54,200.372,42913
OLEFINS,27.295,o7-[6],0.002,0.002,0.002,75.0,0.732,0.98,0.0,32.0,42913
OLEFINS,27.643,"2,4,4-trimethyl-1-pentene",0.015,0.016,0.013,636.0,0.716,0.98,101.0,213.8,42913
OLEFINS,28.702,o7-[9],0.054,0.054,0.045,2255.0,0.732,0.98,0.0,32.0,42913
OLEFINS,31.678,o7-[17],0.015,0.015,0.014,619.0,0.732,0.98,0.0,32.0,42913
OLEFINS,33.165,o7-[22],0.012,0.013,0.012,520.0,0.732,0.98,96.0,204.8,42913
OLEFINS,34.95,o8-[2],0.026,0.026,0.021,1072.0,0.732,0.98,120.0,248.0,42913
OLEFINS,35.43,o8-[4],0.004,0.004,0.004,182.0,0.732,0.98,120.0,248.0,42913
OLEFINS,37.518,o8-[12],0.012,0.012,0.01,515.0,0.732,0.98,0.0,32.0,42913
OLEFINS,39.487,"2,6-dimethylheptene-1",0.02,0.021,0.015,840.0,0.72,0.98,0.0,32.0,42913
OLEFINS,40.197,o8-[16],0.013,0.014,0.011,554.0,0.72,0.98,0.0,32.0,42913
OLEFINS,42.155,"3,5,5-trimethylhexene-1",0.007,0.007,0.005,276.0,0.72,0.98,0.0,32.0,42913
OLEFINS,48.84,"2,4-dimethylheptene-1",0.007,0.007,0.005,289.0,0.683,0.98,0.0,32.0,42913
OLEFINS,54.825,t-nonene-2,0.075,0.082,0.056,3162.0,0.683,0.98,0.0,32.0,42913
OLEFINS,56.428,nonene-1,0.005,0.004,0.003,193.0,0.768,0.98,134.5,274.1,42913
OLEFINS,65.747,"2,3-dimethyloctene-2",0.005,0.005,0.003,198.0,0.74,0.99,0.0,32.0,42913
OLEFINS,72.217,undecene-1,0.013,0.013,0.008,546.0,0.75,0.98,192.7,378.86,42913
OLEFINS,76.895,dodecene-1,0.017,0.016,0.009,705.0,0.758,0.98,213.4,416.12,42913
OXYGENATES,8.4,ethanol,0.036,0.034,0.074,683.0,0.789,2.193,78.5,173.3,42913
OXYGENATES,14.667,n-propanol,11.594,10.698,18.026,340515.0,0.803,1.4,97.4,207.32,42913
OXYGENATES,23.828,t-amylmethylether,0.003,0.003,0.003,96.0,0.752,1.318,91.0,195.8,42913
UNKNOWNS,8.453,unknown,0.009,0.009,0.018,367.0,0.0,0.0,0.0,32.0,42913
UNKNOWNS,57.873,unknown,0.004,0.004,0.003,159.0,0.0,0.0,0.0,32.0,42913
UNKNOWNS,60.337,unknown,0.01,0.01,0.006,394.0,0.0,0.0,0.0,32.0,42913
UNKNOWNS,62.507,unknown,0.008,0.009,0.006,343.0,0.0,0.0,0.0,32.0,42913
UNKNOWNS,66.785,unknown,0.004,0.004,0.003,163.0,0.0,0.0,0.0,32.0,42913
UNKNOWNS,68.48,unknown,0.004,0.004,0.002,163.0,0.0,0.0,0.0,32.0,42913
UNKNOWNS,72.593,unknown,0.018,0.019,0.011,745.0,0.0,0.0,0.0,32.0,42913
PARAFFIN,7.237,n-butane,2.879,3.696,4.853,118838.0,0.579,1.015,-0.5,31.1,42918
PARAFFIN,10.847,n-pentane,1.705,2.024,2.316,70885.0,0.626,1.008,36.06,96.908,42918
PARAFFIN,18.218,n-hexane,1.268,1.429,1.442,52937.0,0.659,1.004,68.73,155.714,42918
PARAFFIN,26.763,n-heptane,2.272,2.469,2.221,95184.0,0.684,1.0,98.42,209.156,42918
PARAFFIN,42.892,n-octane,0.13,0.138,0.112,5461.0,0.702,0.998,125.68,258.224,42918
PARAFFIN,57.67,n-nonane,0.084,0.087,0.064,3542.0,0.718,0.996,150.82,303.476,42918
PARAFFIN,66.335,n-decane,0.126,0.129,0.087,5324.0,0.73,0.994,174.15,345.47,42918
PARAFFIN,72.855,n-undecane,0.048,0.048,0.03,2032.0,0.744,0.993,195.9,384.62,42918
PARAFFIN,77.357,n-dodecane,0.017,0.016,0.01,703.0,0.753,0.992,216.3,421.34,42918
PARAFFIN,80.782,n-tridecane,0.003,0.003,0.002,144.0,0.756,0.991,235.4,455.72,42918
PARAFFIN,83.582,n-tetradecane,0.007,0.007,0.003,299.0,0.756,0.991,255.0,491.0,42918
I-PARAFFINS,6.658,i-butane,0.025,0.033,0.042,1032.0,0.557,1.015,-11.72,10.904,42918
I-PARAFFINS,7.53,"2,2-dimethylpropane",0.007,0.009,0.01,297.0,0.591,1.008,9.5,49.1,42918
I-PARAFFINS,9.512,i-pentane,7.523,9.023,10.217,312735.0,0.62,1.008,27.84,82.112,42918
I-PARAFFINS,13.295,"2,2-dimethylbutane",0.135,0.154,0.153,5615.0,0.649,1.004,49.73,121.514,42918
I-PARAFFINS,15.918,"2,3-dimethylbutane",0.877,0.985,0.997,36596.0,0.662,1.004,57.98,136.364,42918
I-PARAFFINS,16.238,2-methylpentane,1.358,1.545,1.544,56662.0,0.653,1.004,60.26,140.468,42918
I-PARAFFINS,17.07,3-methylpentane,1.024,1.145,1.164,42723.0,0.664,1.004,63.27,145.886,42918
I-PARAFFINS,19.88,"2,2-dimethylpentane",0.084,0.093,0.082,3525.0,0.674,1.0,79.19,174.542,42918
I-PARAFFINS,20.357,"2,4-dimethylpentane",0.851,0.94,0.832,35652.0,0.673,1.0,80.49,176.882,42918
I-PARAFFINS,20.688,"2,2,3-trimethylbutane",0.042,0.046,0.042,1780.0,0.69,1.0,80.88,177.584,42918
I-PARAFFINS,22.293,"3,3-dimethylpentane",0.11,0.117,0.107,4590.0,0.693,1.0,86.06,186.908,42918
I-PARAFFINS,23.473,2-methylhexane,1.503,1.645,1.469,62961.0,0.679,1.0,90.05,194.09,42918
I-PARAFFINS,23.583,"2,3-dimethylpentane",1.491,1.594,1.458,62464.0,0.695,1.0,89.78,193.604,42918
I-PARAFFINS,24.263,3-methylhexane,2.09,2.26,2.043,87556.0,0.687,1.0,91.85,197.33,42918
I-PARAFFINS,25.258,3-ethylpentane,0.211,0.225,0.206,8847.0,0.698,1.0,93.47,200.246,42918
I-PARAFFINS,25.515,"2,2,4-trimethylpentane",13.47,14.466,11.554,565543.0,0.692,0.998,99.24,210.632,42918
I-PARAFFINS,29.358,"2,2-dimethylhexane",0.157,0.168,0.135,6597.0,0.695,0.998,106.84,224.312,42918
I-PARAFFINS,30.7,"2,5-dimethylhexane",0.767,0.822,0.658,32220.0,0.693,0.998,109.11,228.398,42918
I-PARAFFINS,30.79,"2,2,3-trimethylpentane",0.265,0.275,0.227,11131.0,0.716,0.998,109.85,229.73,42918
I-PARAFFINS,30.95,"2,4-dimethylhexane",0.657,0.697,0.563,27565.0,0.7,0.998,109.43,228.974,42918
I-PARAFFINS,33.18,"2,3,4-trimethylpentane",2.659,2.748,2.281,111648.0,0.719,0.998,113.47,236.246,42918
I-PARAFFINS,33.795,"2,3,3-trimethylpentane",2.861,2.927,2.454,120120.0,0.726,0.998,114.77,238.586,42918
I-PARAFFINS,34.978,"2,3-dimethylhexane",0.734,0.766,0.629,30802.0,0.712,0.998,115.61,240.098,42918
I-PARAFFINS,36.045,2-methylheptane,0.16,0.17,0.137,6703.0,0.698,0.998,117.65,243.77,42918
I-PARAFFINS,36.303,4-methylheptane,0.061,0.064,0.052,2565.0,0.705,0.998,117.71,243.878,42918
I-PARAFFINS,36.457,3-methyl-3-ethylpentane,0.058,0.061,0.05,2496.0,0.712,0.98,115.61,240.098,42918
I-PARAFFINS,36.567,"3,4-dimethylhexane",0.072,0.074,0.062,3020.0,0.719,0.998,117.73,243.914,42918
I-PARAFFINS,37.383,3-methylheptane,0.156,0.164,0.134,6546.0,0.706,0.998,118.93,246.074,42918
I-PARAFFINS,37.937,3-ethylhexane,0.012,0.013,0.01,504.0,0.714,0.998,118.54,245.372,42918
I-PARAFFINS,39.442,"2,2,5-trimethylhexane",1.281,1.346,0.979,53905.0,0.707,0.996,124.09,255.362,42918
I-PARAFFINS,44.492,"2,4,4-trimethylhexane",0.012,0.012,0.009,485.0,0.739,0.996,0.0,32.0,42918
I-PARAFFINS,46.547,"2,2-dimethylheptane",0.012,0.013,0.01,525.0,0.711,0.996,132.7,270.86,42918
I-PARAFFINS,47.632,"2,4-dimethylheptane",0.049,0.051,0.038,2081.0,0.715,0.996,132.9,271.22,42918
I-PARAFFINS,49.283,"2,5-dimethylheptane",0.014,0.015,0.011,601.0,0.717,0.996,136.0,276.8,42918
I-PARAFFINS,49.748,"2,6-dimethylheptane",0.125,0.131,0.095,5246.0,0.709,0.996,135.22,275.396,42918
I-PARAFFINS,50.26,i9-[2],0.009,0.009,0.007,360.0,0.73,0.996,0.0,32.0,42918
I-PARAFFINS,52.052,i9-[3],0.002,0.002,0.002,92.0,0.73,0.996,0.0,32.0,42918
I-PARAFFINS,52.858,i9-[5],0.013,0.013,0.01,535.0,0.73,0.996,132.0,269.6,42918
I-PARAFFINS,52.95,4-ethylheptane,0.018,0.018,0.013,739.0,0.72,0.996,142.44,288.392,42918
I-PARAFFINS,53.083,4-methyloctane,0.004,0.004,0.003,155.0,0.72,0.996,142.44,288.392,42918
I-PARAFFINS,53.248,2-methyloctane,0.012,0.012,0.009,492.0,0.713,0.996,143.28,289.904,42918
I-PARAFFINS,53.365,i9-[6],0.004,0.004,0.003,170.0,0.73,0.996,132.0,269.6,42918
I-PARAFFINS,53.638,3-ethylheptane,0.041,0.042,0.031,1716.0,0.726,0.996,143.0,289.4,42918
I-PARAFFINS,53.772,3-methyloctane,0.052,0.054,0.04,2192.0,0.72,0.996,144.23,291.614,42918
I-PARAFFINS,54.073,"3,3-diethylpentane",0.006,0.006,0.005,256.0,0.758,0.996,132.69,270.842,42918
I-PARAFFINS,54.565,i9-[8],0.061,0.062,0.046,2547.0,0.73,0.996,0.0,32.0,42918
I-PARAFFINS,55.053,i9-[9],0.022,0.023,0.017,936.0,0.73,0.996,0.0,32.0,42918
I-PARAFFINS,55.43,i9-[10],0.054,0.055,0.041,2284.0,0.73,0.996,0.0,32.0,42918
I-PARAFFINS,55.8,i9-[11],0.014,0.014,0.011,592.0,0.73,0.996,0.0,32.0,42918
I-PARAFFINS,57.54,i9-[12],0.126,0.128,0.096,5281.0,0.73,0.996,0.0,32.0,42918
I-PARAFFINS,59.355,i10-[1],0.131,0.133,0.09,5524.0,0.73,0.994,0.0,32.0,42918
I-PARAFFINS,59.532,i10-[2],0.046,0.047,0.032,1960.0,0.73,0.994,0.0,32.0,42918
I-PARAFFINS,59.687,"2,4-dimethyloctane",0.004,0.004,0.002,153.0,0.726,0.994,155.9,312.62,42918
I-PARAFFINS,59.857,i10-[3],0.003,0.003,0.002,121.0,0.73,0.994,157.0,314.6,42918
I-PARAFFINS,60.048,"2,6-dimethyloctane",0.019,0.019,0.013,781.0,0.728,0.994,160.41,320.738,42918
I-PARAFFINS,60.087,"2,5-dimethyloctane",0.009,0.009,0.006,365.0,0.73,0.994,158.5,317.3,42918
I-PARAFFINS,60.27,i10-[4],0.022,0.023,0.015,937.0,0.73,0.994,0.0,32.0,42918
I-PARAFFINS,60.987,i10-[5],0.003,0.003,0.002,106.0,0.73,0.994,0.0,32.0,42918
I-PARAFFINS,61.045,"3,3-dimethyloctane",0.056,0.056,0.038,2341.0,0.739,0.994,161.2,322.16,42918
I-PARAFFINS,61.508,i10-[7],0.011,0.011,0.007,447.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,61.698,"3,6-dimethyloctane",0.006,0.006,0.004,241.0,0.736,0.994,160.8,321.44,42918
I-PARAFFINS,62.06,i10-[8],0.008,0.008,0.006,343.0,0.73,0.994,157.0,314.6,42918
I-PARAFFINS,62.808,"2,3-dimethyloctane",0.038,0.038,0.026,1592.0,0.738,0.994,164.34,327.812,42918
I-PARAFFINS,63.22,i10-[9],0.004,0.004,0.002,148.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,63.268,i10-[10],0.017,0.017,0.011,702.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,63.435,5-methylnonane,0.049,0.05,0.034,2066.0,0.733,0.994,165.1,329.18,42918
I-PARAFFINS,63.49,4-methylnonane,0.945,0.949,0.651,39830.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,63.625,2-methylnonane,0.047,0.048,0.033,1991.0,0.726,0.994,167.03,332.654,42918
I-PARAFFINS,63.893,i10-[11],0.017,0.018,0.012,733.0,0.73,0.994,157.0,314.6,42918
I-PARAFFINS,64.155,3-methylnonane,0.059,0.06,0.041,2480.0,0.733,0.994,167.8,334.04,42918
I-PARAFFINS,64.412,i10-[13],0.003,0.003,0.002,142.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,64.703,i10-[14],0.007,0.007,0.005,280.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,64.745,i10-[15],0.065,0.065,0.045,2740.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,65.085,i10-[16],0.097,0.097,0.067,4088.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,65.295,i10-[17],0.009,0.009,0.006,390.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,65.332,i10-[18],0.003,0.003,0.002,115.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,66.052,i10-[19],0.065,0.065,0.045,2744.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,66.377,i10-[20],0.035,0.036,0.024,1495.0,0.74,0.994,0.0,32.0,42918
I-PARAFFINS,66.518,i11-[0],0.039,0.039,0.024,1645.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,66.908,i11-[1],0.004,0.004,0.002,156.0,0.74,0.993,150.0,302.0,42918
I-PARAFFINS,67.408,i11-[2],0.009,0.009,0.006,394.0,0.74,0.993,150.0,302.0,42918
I-PARAFFINS,67.49,i11-[3],0.056,0.057,0.035,2378.0,0.74,0.993,150.0,302.0,42918
I-PARAFFINS,67.6,i11-[4],0.025,0.025,0.016,1045.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,67.73,i11-[5],0.003,0.003,0.002,135.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,67.803,i11-[6],0.012,0.012,0.008,525.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,68.067,i11-[8],0.03,0.03,0.019,1272.0,0.74,0.993,150.0,302.0,42918
I-PARAFFINS,68.402,3-ethylnonane,0.013,0.013,0.008,529.0,0.744,0.993,0.0,32.0,42918
I-PARAFFINS,68.793,"2,5,6-trimethyloctane",0.086,0.086,0.054,3614.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,68.868,i11-[9],0.01,0.01,0.006,417.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,69.09,i11-[10],0.349,0.324,0.222,14723.0,0.8,0.993,0.0,32.0,42918
I-PARAFFINS,69.347,i11-[11],0.037,0.037,0.023,1559.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,70.005,i11-[13],0.006,0.006,0.004,236.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,70.397,i11-[14],0.124,0.125,0.078,5232.0,0.74,0.993,150.0,302.0,42918
I-PARAFFINS,70.537,i11-[17],0.031,0.031,0.02,1323.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,70.61,i11-[18],0.015,0.015,0.009,634.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,70.787,i11-[20],0.012,0.012,0.007,491.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,71.143,i11-[21],0.021,0.021,0.013,885.0,0.74,0.993,150.0,302.0,42918
I-PARAFFINS,71.175,i11-[22],0.012,0.012,0.008,508.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,71.298,i11-[23],0.006,0.006,0.004,270.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,71.73,i11-[25],0.067,0.067,0.042,2825.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,71.833,i11-[26],0.045,0.045,0.028,1884.0,0.74,0.993,150.0,302.0,42918
I-PARAFFINS,72.192,i11-[27],0.002,0.002,0.002,104.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,72.308,i11-[28],0.009,0.009,0.006,393.0,0.74,0.993,150.0,302.0,42918
I-PARAFFINS,72.377,i11-[29],0.006,0.006,0.004,268.0,0.74,0.993,0.0,32.0,42918
I-PARAFFINS,72.98,i12-[1],0.041,0.041,0.024,1739.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,73.857,i12-[5],0.038,0.038,0.022,1615.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,73.95,i12-[6],0.002,0.001,0.001,64.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,74.028,i12-[7],0.004,0.004,0.002,164.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,74.39,i12-[10],0.435,0.43,0.25,18389.0,0.753,0.992,216.3,421.34,42918
I-PARAFFINS,75.567,i12-[14],0.006,0.006,0.003,237.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,75.9,i12-[17],0.006,0.006,0.003,241.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,75.95,i12-[18],0.017,0.016,0.01,706.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,76.242,i12-[19],0.034,0.033,0.019,1428.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,76.437,i12-[20],0.027,0.027,0.016,1156.0,0.753,0.992,216.3,421.34,42918
I-PARAFFINS,76.468,i12-[21],0.007,0.007,0.004,315.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,76.565,i12-[23],0.012,0.012,0.007,498.0,0.753,0.992,216.3,421.34,42918
I-PARAFFINS,76.732,i12-[25],0.007,0.007,0.004,309.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,76.833,i12-[26],0.064,0.064,0.037,2721.0,0.753,0.992,150.0,302.0,42918
I-PARAFFINS,77.672,i13-[1],0.002,0.002,0.001,97.0,0.756,0.991,150.0,302.0,42918
I-PARAFFINS,79.19,i13-[4],0.001,0.001,0.001,48.0,0.756,0.991,235.0,455.0,42918
I-PARAFFINS,79.283,i13-[5],0.003,0.003,0.002,138.0,0.756,0.991,150.0,302.0,42918
I-PARAFFINS,79.395,i13-[6],0.0,0.0,0.0,2.0,0.756,0.991,235.0,455.0,42918
I-PARAFFINS,79.722,i14-[0],0.003,0.003,0.002,124.0,0.756,0.991,235.0,455.0,42918
I-PARAFFINS,79.772,i14-[1],0.002,0.001,0.001,79.0,0.9,0.945,216.0,420.8,42918
I-PARAFFINS,79.883,i14-[3],0.008,0.008,0.004,356.0,0.756,0.991,235.4,455.72,42918
I-PARAFFINS,79.957,i14-[4],0.002,0.002,0.001,98.0,0.756,0.991,235.0,455.0,42918
I-PARAFFINS,80.167,i14-[6],0.012,0.011,0.006,488.0,0.762,0.99,235.0,455.0,42918
I-PARAFFINS,80.32,i14-[8],0.003,0.003,0.001,122.0,0.762,0.99,235.0,455.0,42918
I-PARAFFINS,80.412,i14-[9],0.002,0.002,0.001,93.0,0.762,0.99,235.0,455.0,42918
I-PARAFFINS,80.863,i14-[13],0.003,0.003,0.001,115.0,0.762,0.99,244.0,471.2,42918
I-PARAFFINS,81.647,i14-[16],0.005,0.005,0.002,208.0,0.762,0.99,244.0,471.2,42918
I-PARAFFINS,82.068,i14-[18],0.003,0.003,0.001,125.0,0.762,0.99,244.0,471.2,42918
I-PARAFFINS,82.238,i15-[0],0.009,0.008,0.004,428.0,0.813,0.899,244.0,471.2,42918
I-PARAFFINS,83.31,i15-[7],0.001,0.001,0.0,49.0,0.813,0.899,244.0,471.2,42918
I-PARAFFINS,86.467,i16-[21],0.002,0.002,0.001,99.0,0.813,0.898,267.0,512.6,42918
I-PARAFFINS,86.78,i16-[25],0.004,0.004,0.002,201.0,0.813,0.898,267.0,512.6,42918
I-PARAFFINS,87.362,i17-[2],0.008,0.007,0.003,380.0,0.813,0.897,275.0,527.0,42918
I-PARAFFINS,87.467,i17-[3],0.007,0.007,0.003,335.0,0.813,0.897,275.0,527.0,42918
I-PARAFFINS,88.352,i17-[10],0.01,0.009,0.004,459.0,0.813,0.897,275.0,527.0,42918
I-PARAFFINS,88.957,i17-[16],0.003,0.003,0.001,160.0,0.813,0.897,275.0,527.0,42918
I-PARAFFINS,89.91,i18-[8],0.001,0.001,0.0,56.0,0.813,0.896,275.0,527.0,42918
AROMATICS,21.922,benzene,0.64,0.541,0.802,29448.0,0.879,0.91,80.09,176.162,42918
AROMATICS,34.002,toluene,6.754,5.788,7.182,307593.0,0.867,0.92,110.63,231.134,42918
AROMATICS,51.345,ethylbenzene,1.068,0.915,0.986,48266.0,0.867,0.927,136.2,277.16,42918
AROMATICS,52.505,m-xylene,2.576,2.215,2.378,116449.0,0.864,0.927,139.12,282.416,42918
AROMATICS,52.64,p-xylene,1.164,1.004,1.074,52607.0,0.861,0.927,138.36,281.048,42918
AROMATICS,55.262,o-xylene,0.962,0.812,0.888,43492.0,0.88,0.927,144.43,291.974,42918
AROMATICS,58.848,i-propylbenzene,0.045,0.039,0.037,2025.0,0.862,0.933,152.41,306.338,42918
AROMATICS,61.615,n-propylbenzene,0.403,0.347,0.328,18094.0,0.862,0.933,159.24,318.632,42918
AROMATICS,62.295,"1,3-methylethylbenzene",1.475,1.268,1.203,66252.0,0.864,0.933,161.33,322.394,42918
AROMATICS,62.46,"1,4-methylethylbenzene",0.674,0.581,0.549,30257.0,0.861,0.933,162.01,323.618,42918
AROMATICS,62.945,"1,3,5-trimethylbenzene",0.806,0.692,0.657,36191.0,0.865,0.933,164.74,328.532,42918
AROMATICS,63.768,"1,2-methylethylbenzene",0.539,0.455,0.44,24214.0,0.881,0.933,165.18,329.324,42918
AROMATICS,64.822,t-butylbenzene,0.03,0.026,0.025,1360.0,0.867,0.933,183.4,362.12,42918
AROMATICS,64.967,"1,2,4-trimethylbenzene",2.675,2.269,2.18,120116.0,0.876,0.933,169.38,336.884,42918
AROMATICS,66.158,i-butylbenzene,0.086,0.075,0.063,3854.0,0.853,0.938,172.79,343.022,42918
AROMATICS,67.065,"1,2,3-trimethylbenzene",0.497,0.413,0.405,22318.0,0.894,0.933,176.12,349.016,42918
AROMATICS,67.152,"1,3-methyl-i-propylbenzene",0.072,0.062,0.053,3235.0,0.861,0.938,175.08,347.144,42918
AROMATICS,67.383,"1,4-methyl-i-propylbenzene",0.022,0.019,0.016,965.0,0.857,0.938,177.13,350.834,42918
AROMATICS,67.91,2-3-dihydroindene,0.208,0.161,0.173,9513.0,0.964,0.918,177.85,352.13,42918
AROMATICS,68.307,"1,2-methyl-i-propylbenzene",0.265,0.224,0.193,11823.0,0.877,0.938,178.18,352.724,42918
AROMATICS,69.238,"1,3-methyl-n-propylbenzene",0.285,0.246,0.208,12742.0,0.861,0.938,182.01,359.618,42918
AROMATICS,69.398,"1,4-diethylbenzene",0.005,0.005,0.004,244.0,0.862,0.938,183.79,362.822,42918
AROMATICS,69.502,"1,4-methyl-n-propylbenzene",0.151,0.131,0.11,6749.0,0.858,0.938,183.42,362.156,42918
AROMATICS,69.575,n-butylbenzene,0.077,0.066,0.056,3424.0,0.861,0.938,183.3,361.94,42918
AROMATICS,69.69,"1,3-dimethyl-5-ethylbenzene",0.275,0.232,0.201,12285.0,0.88,0.938,183.62,362.516,42918
AROMATICS,69.883,"1,2-diethylbenzene",0.019,0.016,0.014,833.0,0.88,0.938,183.46,362.228,42918
AROMATICS,70.362,neo-pentylbenzene,0.018,0.015,0.012,790.0,0.89,0.942,205.0,401.0,42918
AROMATICS,70.94,"1,4,dimethyl-2-ethylbenzene",0.252,0.213,0.184,11255.0,0.877,0.938,186.87,368.366,42918
AROMATICS,71.063,"1,3-dimethyl-4-ethylbenzene",0.19,0.164,0.139,8491.0,0.859,0.938,188.24,370.832,42918
AROMATICS,71.443,"1,2-dimethyl-4-ethylbenzene",0.433,0.368,0.316,19336.0,0.874,0.938,189.52,373.136,42918
AROMATICS,71.687,(1-ethylpropyl)benzene,0.01,0.009,0.007,463.0,0.89,0.942,196.0,384.8,42918
AROMATICS,72.038,"1,4-methyl-t-butylbenzene",0.007,0.006,0.005,318.0,0.85,0.942,0.0,32.0,42918
AROMATICS,72.5,s-pentylbenzene,0.072,0.06,0.047,3196.0,0.89,0.942,205.0,401.0,42918
AROMATICS,72.65,"1,2-dimethyl-3-ethylbenzene",0.201,0.168,0.147,8986.0,0.892,0.938,193.95,381.11,42918
AROMATICS,72.757,"1,2-ethyl-i-propylbenzene",0.01,0.009,0.007,458.0,0.89,0.942,0.0,32.0,42918
AROMATICS,72.942,"1,4-ethyl-i-propylbenzene",0.008,0.006,0.005,343.0,0.89,0.942,0.0,32.0,42918
